"","YEAR","WARD","dimension","count"
"775",1920,16,"(20,30]",65
"776",1920,16,"(10,20]",59
"777",1920,16,"(0,10]",55
"778",1920,16,"(40,50]",50
"779",1920,16,"(30,40]",39
"780",1920,16,"(50,60]",33
"781",1920,16,"(60,70]",9
"782",1920,16,NA,5
"783",1920,16,"(70,80]",4
"784",1920,17,"(10,20]",48
"785",1920,17,"(20,30]",48
"786",1920,17,"(30,40]",44
"787",1920,17,"(0,10]",37
"788",1920,17,"(40,50]",32
"789",1920,17,"(50,60]",26
"790",1920,17,"(60,70]",14
"791",1920,17,"(70,80]",7
"792",1920,18,"(0,10]",66
"793",1920,18,"(10,20]",61
"794",1920,18,"(20,30]",59
"795",1920,18,"(30,40]",49
"796",1920,18,"(40,50]",44
"797",1920,18,"(50,60]",33
"798",1920,18,"(60,70]",10
"799",1920,18,"(70,80]",7
"800",1920,18,NA,4
"801",1920,18,"(80,90]",1
"802",1920,19,"(20,30]",61
"803",1920,19,"(10,20]",36
"804",1920,19,"(0,10]",33
"805",1920,19,"(30,40]",32
"806",1920,19,"(40,50]",22
"807",1920,19,"(50,60]",20
"808",1920,19,"(60,70]",16
"809",1920,19,NA,6
"810",1920,19,"(70,80]",5
"811",1920,20,"(0,10]",68
"812",1920,20,"(10,20]",62
"813",1920,20,"(20,30]",56
"814",1920,20,"(30,40]",53
"815",1920,20,"(40,50]",34
"816",1920,20,"(50,60]",22
"817",1920,20,"(60,70]",15
"818",1920,20,NA,6
"819",1920,20,"(70,80]",5
"820",1920,21,"(0,10]",63
"821",1920,21,"(20,30]",54
"822",1920,21,"(30,40]",37
"823",1920,21,"(10,20]",32
"824",1920,21,"(40,50]",22
"825",1920,21,"(50,60]",20
"826",1920,21,"(60,70]",12
"827",1920,21,"(80,90]",3
"828",1920,21,"(70,80]",2
"829",1920,21,NA,1
"830",1920,22,"(10,20]",59
"831",1920,22,"(0,10]",54
"832",1920,22,"(40,50]",53
"833",1920,22,"(20,30]",44
"834",1920,22,"(30,40]",39
"835",1920,22,"(50,60]",26
"836",1920,22,"(60,70]",9
"837",1920,22,NA,5
"838",1920,22,"(70,80]",4
"839",1920,22,"(80,90]",1
"840",1920,23,"(0,10]",48
"841",1920,23,"(10,20]",44
"842",1920,23,"(40,50]",42
"843",1920,23,"(30,40]",41
"844",1920,23,"(20,30]",33
"845",1920,23,"(50,60]",22
"846",1920,23,"(60,70]",19
"847",1920,23,"(70,80]",6
"848",1920,23,NA,3
"849",1920,23,"(80,90]",1
"850",1920,24,"(0,10]",56
"851",1920,24,"(10,20]",34
"852",1920,24,"(30,40]",33
"853",1920,24,"(20,30]",32
"854",1920,24,"(40,50]",30
"855",1920,24,"(50,60]",11
"856",1920,24,NA,5
"857",1920,24,"(60,70]",3
"858",1920,24,"(90,100]",2
"859",1920,24,"(70,80]",1
"860",1920,25,"(30,40]",58
"861",1920,25,"(20,30]",53
"862",1920,25,"(40,50]",50
"863",1920,25,"(0,10]",43
"864",1920,25,"(10,20]",39
"865",1920,25,"(50,60]",26
"866",1920,25,"(60,70]",15
"867",1920,25,"(70,80]",5
"868",1920,25,NA,4
"869",1920,26,"(20,30]",43
"870",1920,26,"(0,10]",29
"871",1920,26,"(30,40]",28
"872",1920,26,"(10,20]",25
"873",1920,26,"(50,60]",14
"874",1920,26,"(40,50]",13
"875",1920,26,NA,8
"876",1920,26,"(60,70]",3
"877",1920,26,"(70,80]",2
"878",1910,0,"Massachusetts",226
"879",1910,0,"Canada",32
"880",1910,0,"Ireland",27
"881",1910,0,"Other USSR/Russia",22
"882",1910,0,"Maine",15
"883",1910,0,"New York",12
"884",1910,0,"England",9
"885",1910,0,"Italy",8
"886",1910,0,"New Hampshire",8
"887",1910,0,"Scotland",6
"888",1910,0,"Denmark",3
"889",1910,0,"Germany",3
"890",1910,0,"Iowa",3
"891",1910,0,"Sweden",2
"892",1910,0,"Switzerland",2
"893",1910,0,"Austria",1
"894",1910,0,"Connecticut",1
"895",1910,0,"Illinois",1
"896",1910,0,"Kentucky",1
"897",1910,0,"Missouri",1
"898",1910,0,"Pennsylvania",1
"899",1910,0,"Rhode Island",1
"900",1910,0,"Vermont",1
"901",1910,0,"Wisconsin",1
"902",1910,1,"Massachusetts",212
"903",1910,1,"Canada",51
"904",1910,1,"Italy",27
"905",1910,1,"Maine",26
"906",1910,1,"Ireland",22
"907",1910,1,"Other USSR/Russia",19
"908",1910,1,"Portugal",9
"909",1910,1,"New Hampshire",7
"910",1910,1,"Norway",5
"911",1910,1,"Sweden",4
"912",1910,1,"Scotland",3
"913",1910,1,"California",2
"914",1910,1,"New Jersey",2
"915",1910,1,"New York",2
"916",1910,1,"Ohio",2
"917",1910,1,"Rhode Island",2
"918",1910,1,"China",1
"919",1910,1,"England",1
"920",1910,1,"France",1
"921",1910,1,"South Carolina",1
"922",1910,1,"Vermont",1
"923",1910,2,"Massachusetts",185
"924",1910,2,"Other USSR/Russia",47
"925",1910,2,"Canada",37
"926",1910,2,"Ireland",32
"927",1910,2,"Maine",12
"928",1910,2,"Italy",8
"929",1910,2,"Austria",7
"930",1910,2,"New York",6
"931",1910,2,"Greece",4
"932",1910,2,"Norway",4
"933",1910,2,"Pennsylvania",4
"934",1910,2,"England",3
"935",1910,2,"New Hampshire",3
"936",1910,2,"Sweden",3
"937",1910,2,"Germany",2
"938",1910,2,"Rhode Island",2
"939",1910,2,"Romania",2
"940",1910,2,"California",1
"941",1910,2,"Colorado",1
"942",1910,2,"Denmark",1
"943",1910,2,"Finland",1
"944",1910,2,"France",1
"945",1910,2,"Iowa",1
"946",1910,2,"Maryland",1
"947",1910,2,"Vermont",1
"948",1910,2,"Virginia",1
"949",1910,2,"Wisconsin",1
"950",1910,3,"Massachusetts",105
"951",1910,3,"Ireland",17
"952",1910,3,"Canada",16
"953",1910,3,"Maine",11
"954",1910,3,"New York",6
"955",1910,3,"Connecticut",4
"956",1910,3,"New Hampshire",4
"957",1910,3,"Rhode Island",3
"958",1910,3,"California",2
"959",1910,3,"England",2
"960",1910,3,"Illinois",2
"961",1910,3,"New Jersey",2
"962",1910,3,"Vermont",2
"963",1910,3,"Alaska",1
"964",1910,3,"Greece",1
"965",1910,3,"Missouri",1
"966",1910,3,"Other USSR/Russia",1
"967",1910,3,"Portugal",1
"968",1910,3,"Scotland",1
"969",1910,3,"South Carolina",1
"970",1910,3,"Spain",1
"971",1910,4,"Massachusetts",96
"972",1910,4,"Canada",11
"973",1910,4,"Ireland",9
"974",1910,4,"Maine",6
"975",1910,4,"Other USSR/Russia",6
"976",1910,4,"Italy",4
"977",1910,4,"Turkey",4
"978",1910,4,"England",3
"979",1910,4,"Germany",3
"980",1910,4,"New Hampshire",2
"981",1910,4,"Pennsylvania",2
"982",1910,4,"Rhode Island",1
"983",1910,5,"Massachusetts",82
"984",1910,5,"Ireland",29
"985",1910,5,"Maine",13
"986",1910,5,"Vermont",8
"987",1910,5,"England",7
"988",1910,5,"Other USSR/Russia",7
"989",1910,5,"Canada",6
"990",1910,5,"New Hampshire",3
"991",1910,5,"New York",2
"992",1910,5,"Norway",2
"993",1910,5,"Rhode Island",2
"994",1910,5,"Virginia",2
"995",1910,5,"Delaware",1
"996",1910,5,"Italy",1
"997",1910,5,"Maryland",1
"998",1910,5,"North Carolina",1
"999",1910,5,"Oklahoma",1
"1000",1910,5,"Scotland",1
"1001",1910,5,"Wales",1
"1002",1910,6,"Italy",75
"1003",1910,6,"Massachusetts",55
"1004",1910,6,"Germany",5
"1005",1910,6,"Canada",4
"1006",1910,6,"Ireland",3
"1007",1910,6,"England",2
"1008",1910,6,"Mississippi",2
"1009",1910,6,"Norway",1
"1010",1910,6,"Other USSR/Russia",1
"1011",1910,6,"Rhode Island",1
"1012",1910,6,"Spain",1
"1013",1910,7,"Massachusetts",47
"1014",1910,7,"Italy",19
"1015",1910,7,"Canada",11
"1016",1910,7,"Maine",9
"1017",1910,7,"Greece",8
"1018",1910,7,"China",7
"1019",1910,7,"Ireland",7
"1020",1910,7,"Prussia, nec",7
"1021",1910,7,"England",2
"1022",1910,7,"Minnesota",2
"1023",1910,7,"California",1
"1024",1910,7,"Germany",1
"1025",1910,7,"New Hampshire",1
"1026",1910,7,"New Jersey",1
"1027",1910,7,"New York",1
"1028",1910,7,"Pennsylvania",1
"1029",1910,7,"Romania",1
"1030",1910,7,"Sweden",1
"1031",1910,7,"Wales",1
"1032",1910,8,"Other USSR/Russia",89
"1033",1910,8,"Massachusetts",68
"1034",1910,8,"Italy",23
"1035",1910,8,"Portugal",22
"1036",1910,8,"New York",9
"1037",1910,8,"Maine",7
"1038",1910,8,"Ireland",6
"1039",1910,8,"Canada",4
"1040",1910,8,"Austria",2
"1041",1910,8,"France",2
"1042",1910,8,"Vermont",2
"1043",1910,8,"China",1
"1044",1910,8,"England",1
"1045",1910,8,"Germany",1
"1046",1910,8,"Illinois",1
"1047",1910,8,"Indiana",1
"1048",1910,8,"New Hampshire",1
"1049",1910,8,"Pennsylvania",1
"1050",1910,8,"Spain",1
"1051",1910,8,"Sweden",1
"1052",1910,8,"Uruguay",1
"1053",1910,8,"West Virginia",1
"1054",1910,9,"Other USSR/Russia",80
"1055",1910,9,"Massachusetts",61
"1056",1910,9,"Ireland",11
"1057",1910,9,"Canada",10
"1058",1910,9,"Italy",10
"1059",1910,9,"Germany",3
"1060",1910,9,"Maine",2
"1061",1910,9,"New Hampshire",2
"1062",1910,9,"New York",2
"1063",1910,9,"Oklahoma",2
"1064",1910,9,"Asian Turkey",1
"1065",1910,9,"Austria",1
"1066",1910,9,"Illinois",1
"1067",1910,9,"Netherlands",1
"1068",1910,9,"New Jersey",1
"1069",1910,9,"North Carolina",1
"1070",1910,9,"Rhode Island",1
"1071",1910,9,"Sweden",1
"1072",1910,9,"Vermont",1
"1073",1910,10,"Massachusetts",102
"1074",1910,10,"Canada",25
"1075",1910,10,"Ireland",13
"1076",1910,10,"Maine",13
"1077",1910,10,"New York",13
"1078",1910,10,"England",12
"1079",1910,10,"North Carolina",8
"1080",1910,10,"Vermont",8
"1081",1910,10,"Austria",5
"1082",1910,10,"Georgia",5
"1083",1910,10,"Greece",5
"1084",1910,10,"Pennsylvania",5
"1085",1910,10,"Sweden",5
"1086",1910,10,"Germany",4
"1087",1910,10,"South Carolina",4
"1088",1910,10,"Connecticut",3
"1089",1910,10,"District of Columbia",3
"1090",1910,10,"France",3
"1091",1910,10,"Maryland",3
"1092",1910,10,"New Hampshire",3
"1093",1910,10,"Asian Turkey",2
"1094",1910,10,"Barbados",2
"1095",1910,10,"China",2
"1096",1910,10,"Italy",2
"1097",1910,10,"Minnesota",2
"1098",1910,10,"Other USSR/Russia",2
"1099",1910,10,"Rhode Island",2
"1100",1910,10,"Virginia",2
"1101",1910,10,"Alabama",1
"1102",1910,10,"At sea",1
"1103",1910,10,"East Indies",1
"1104",1910,10,"Indiana",1
"1105",1910,10,"Jamaica",1
"1106",1910,10,"Missouri",1
"1107",1910,10,"Norway",1
"1108",1910,10,"Ohio",1
"1109",1910,10,"Scotland",1
"1110",1910,11,"Massachusetts",121
"1111",1910,11,"Other USSR/Russia",44
"1112",1910,11,"Ireland",43
"1113",1910,11,"Canada",28
"1114",1910,11,"New York",20
"1115",1910,11,"Sweden",15
"1116",1910,11,"England",12
"1117",1910,11,"Maine",9
"1118",1910,11,"Germany",7
"1119",1910,11,"Illinois",6
"1120",1910,11,"New Hampshire",6
"1121",1910,11,"Pennsylvania",6
"1122",1910,11,"Georgia",3
"1123",1910,11,"Louisiana",2
"1124",1910,11,"Maryland",2
"1125",1910,11,"Minnesota",2
"1126",1910,11,"Missouri",2
"1127",1910,11,"Switzerland",2
"1128",1910,11,"Virginia",2
"1129",1910,11,"West Indies, ns",2
"1130",1910,11,"Austria",1
"1131",1910,11,"France",1
"1132",1910,11,"Kentucky",1
"1133",1910,11,"New Jersey",1
"1134",1910,11,"Ohio",1
"1135",1910,11,"Prussia, nec",1
"1136",1910,11,"Rhode Island",1
"1137",1910,11,"Scotland",1
"1138",1910,11,"Vermont",1
"1139",1910,11,"Wales",1
"1140",1910,12,"Massachusetts",85
"1141",1910,12,"Canada",50
"1142",1910,12,"Ireland",21
"1143",1910,12,"Maine",19
"1144",1910,12,"England",11
"1145",1910,12,"New Hampshire",8
"1146",1910,12,"New York",8
"1147",1910,12,"Denmark",4
"1148",1910,12,"Sweden",4
"1149",1910,12,"European Turkey",3
"1150",1910,12,"Germany",3
"1151",1910,12,"Minnesota",3
"1152",1910,12,"Other USSR/Russia",2
"1153",1910,12,"Rhode Island",2
"1154",1910,12,"Vermont",2
"1155",1910,12,"Chile",1
"1156",1910,12,"Connecticut",1
"1157",1910,12,"Iowa",1
"1158",1910,12,"Maryland",1
"1159",1910,12,"Michigan",1
"1160",1910,12,"Ohio",1
"1161",1910,12,"Pennsylvania",1
"1162",1910,12,"South Carolina",1
"1163",1910,12,"Spain",1
"1164",1910,12,"Wales",1
"1165",1910,12,"Wisconsin",1
"1166",1910,13,"Massachusetts",116
"1167",1910,13,"Ireland",49
"1168",1910,13,"Canada",7
"1169",1910,13,"Other USSR/Russia",7
"1170",1910,13,"England",3
"1171",1910,13,"Italy",2
"1172",1910,13,"Lithuania",2
"1173",1910,13,"Pennsylvania",2
"1174",1910,13,"New York",1
"1175",1910,13,"Scotland",1
"1176",1910,13,"Virginia",1
"1177",1910,14,"Massachusetts",148
"1178",1910,14,"Ireland",27
"1179",1910,14,"Canada",19
"1180",1910,14,"England",19
"1181",1910,14,"Maine",14
"1182",1910,14,"Italy",6
"1183",1910,14,"New York",4
"1184",1910,14,"Scotland",4
"1185",1910,14,"Germany",2
"1186",1910,14,"Rhode Island",2
"1187",1910,14,"Vermont",2
"1188",1910,14,"France",1
"1189",1910,14,"Indiana",1
"1190",1910,14,"Other USSR/Russia",1
"1191",1910,15,"Massachusetts",85
"1192",1910,15,"Ireland",12
"1193",1910,15,"Maine",8
"1194",1910,15,"Canada",4
"1195",1910,15,"New Hampshire",4
"1196",1910,15,"Oregon",3
"1197",1910,15,"England",2
"1198",1910,15,"Germany",2
"1199",1910,15,"Scotland",2
"1200",1910,15,"Austria",1
"1201",1910,15,"New York",1
"1202",1910,15,"Rhode Island",1
"1203",1910,15,"Wisconsin",1
"1204",1910,16,"Massachusetts",185
"1205",1910,16,"Ireland",33
"1206",1910,16,"Canada",15
"1207",1910,16,"Italy",12
"1208",1910,16,"Maine",10
"1209",1910,16,"New York",6
"1210",1910,16,"Wales",4
"1211",1910,16,"Austria",3
"1212",1910,16,"Connecticut",3
"1213",1910,16,"New Brunswick",3
"1214",1910,16,"New Jersey",3
"1215",1910,16,"Other USSR/Russia",3
"1216",1910,16,"Australia",2
"1217",1910,16,"China",2
"1218",1910,16,"Germany",2
"1219",1910,16,"Russian Poland",2
"1220",1910,16,"Sweden",2
"1221",1910,16,"Vermont",2
"1222",1910,16,"England",1
"1223",1910,16,"Hungary",1
"1224",1910,16,"New Hampshire",1
"1225",1910,16,"Rhode Island",1
"1226",1910,16,"Virginia",1
"1227",1910,16,"Wisconsin",1
"1228",1910,17,"Massachusetts",190
"1229",1910,17,"Ireland",26
"1230",1910,17,"Canada",18
"1231",1910,17,"Other USSR/Russia",16
"1232",1910,17,"Maine",12
"1233",1910,17,"Italy",8
"1234",1910,17,"West Indies, ns",8
"1235",1910,17,"New York",7
"1236",1910,17,"Pennsylvania",7
"1237",1910,17,"Norway",5
"1238",1910,17,"England",4
"1239",1910,17,"Germany",3
"1240",1910,17,"Scotland",3
"1241",1910,17,"Azores",2
"1242",1910,17,"Denmark",2
"1243",1910,17,"Netherlands",2
"1244",1910,17,"New Jersey",2
"1245",1910,17,"Rhode Island",2
"1246",1910,17,"Vermont",2
"1247",1910,17,"Connecticut",1
"1248",1910,17,"Illinois",1
"1249",1910,17,"New Hampshire",1
"1250",1910,18,"Massachusetts",121
"1251",1910,18,"Ireland",35
"1252",1910,18,"Other USSR/Russia",18
"1253",1910,18,"Canada",17
"1254",1910,18,"Maine",12
"1255",1910,18,"Germany",11
"1256",1910,18,"Russian Poland",9
"1257",1910,18,"North Carolina",8
"1258",1910,18,"Virginia",8
"1259",1910,18,"Austria-Hungary",7
"1260",1910,18,"Norway",7
"1261",1910,18,"South Carolina",6
"1262",1910,18,"English Canada",4
"1263",1910,18,"Georgia",4
"1264",1910,18,"Barbados",3
"1265",1910,18,"Connecticut",3
"1266",1910,18,"England",3
"1267",1910,18,"British West Indies, ns",2
"1268",1910,18,"New Hampshire",2
"1269",1910,18,"Scotland",2
"1270",1910,18,"Sweden",2
"1271",1910,18,"District of Columbia",1
"1272",1910,18,"Italy",1
"1273",1910,18,"Louisiana",1
"1274",1910,18,"Maryland",1
"1275",1910,18,"New Jersey",1
"1276",1910,18,"Pennsylvania",1
"1277",1910,18,"Portugal",1
"1278",1910,18,"Rhode Island",1
"1279",1910,18,"Vermont",1
"1280",1910,19,"Massachusetts",221
"1281",1910,19,"Ireland",71
"1282",1910,19,"Canada",19
"1283",1910,19,"Germany",13
"1284",1910,19,"Maine",6
"1285",1910,19,"England",5
"1286",1910,19,"New Hampshire",5
"1287",1910,19,"New York",5
"1288",1910,19,"Connecticut",3
"1289",1910,19,"Pennsylvania",3
"1290",1910,19,"Austria",2
"1291",1910,19,"English Canada",2
"1292",1910,19,"European Turkey",2
"1293",1910,19,"Greece",2
"1294",1910,19,"Other USSR/Russia",2
"1295",1910,19,"District of Columbia",1
"1296",1910,19,"Italy",1
"1297",1910,19,"Rhode Island",1
"1298",1910,19,"Switzerland",1
"1299",1910,19,"Vermont",1
"1300",1910,20,"Massachusetts",344
"1301",1910,20,"Ireland",38
"1302",1910,20,"Canada",37
"1303",1910,20,"Other USSR/Russia",26
"1304",1910,20,"Maine",20
"1305",1910,20,"New York",17
"1306",1910,20,"England",10
"1307",1910,20,"New Hampshire",10
"1308",1910,20,"Italy",7
"1309",1910,20,"Scotland",5
"1310",1910,20,"Connecticut",3
"1311",1910,20,"Rhode Island",3
"1312",1910,20,"Romania",3
"1313",1910,20,"Sweden",3
"1314",1910,20,"Vermont",3
"1315",1910,20,"Germany",2
"1316",1910,20,"Minnesota",2
"1317",1910,20,"Ohio",2
"1318",1910,20,"California",1
"1319",1910,20,"China",1
"1320",1910,20,"Hungary",1
"1321",1910,20,"Michigan",1
"1322",1910,20,"Montana",1
"1323",1910,20,"Netherlands",1
"1324",1910,20,"Nova Scotia",1
"1325",1910,20,"Russian Poland",1
"1326",1910,20,"Wisconsin",1
"1327",1910,21,"Massachusetts",147
"1328",1910,21,"Canada",16
"1329",1910,21,"Ireland",14
"1330",1910,21,"England",7
"1331",1910,21,"Maine",7
"1332",1910,21,"New York",4
"1333",1910,21,"Other USSR/Russia",4
"1334",1910,21,"Pennsylvania",4
"1335",1910,21,"New Hampshire",3
"1336",1910,21,"Germany",2
"1337",1910,21,"China",1
"1338",1910,21,"District of Columbia",1
"1339",1910,21,"Ohio",1
"1340",1910,21,"Rhode Island",1
"1341",1910,22,"Massachusetts",135
"1342",1910,22,"Ireland",43
"1343",1910,22,"Germany",20
"1344",1910,22,"New York",13
"1345",1910,22,"Canada",12
"1346",1910,22,"Maine",9
"1347",1910,22,"Other USSR/Russia",6
"1348",1910,22,"Sweden",6
"1349",1910,22,"Pennsylvania",5
"1350",1910,22,"Wisconsin",5
"1351",1910,22,"France",4
"1352",1910,22,"England",3
"1353",1910,22,"Illinois",2
"1354",1910,22,"New Jersey",2
"1355",1910,22,"Connecticut",1
"1356",1910,22,"New Hampshire",1
"1357",1910,23,"Massachusetts",218
"1358",1910,23,"Ireland",21
"1359",1910,23,"Germany",16
"1360",1910,23,"Canada",15
"1361",1910,23,"Maine",13
"1362",1910,23,"England",12
"1363",1910,23,"Scotland",9
"1364",1910,23,"Connecticut",8
"1365",1910,23,"New Hampshire",6
"1366",1910,23,"New York",6
"1367",1910,23,"Italy",5
"1368",1910,23,"Denmark",4
"1369",1910,23,"Pennsylvania",4
"1370",1910,23,"Hungary",3
"1371",1910,23,"Sweden",3
"1372",1910,23,"Austria",2
"1373",1910,23,"New Jersey",2
"1374",1910,23,"Vermont",2
"1375",1910,23,"Kansas",1
"1376",1910,23,"Netherlands",1
"1377",1910,23,"North Carolina",1
"1378",1910,23,"Norway",1
"1379",1910,23,"Rhode Island",1
"1380",1910,24,"Massachusetts",204
"1381",1910,24,"Canada",41
"1382",1910,24,"Maine",14
"1383",1910,24,"Sweden",14
"1384",1910,24,"Ireland",12
"1385",1910,24,"Other USSR/Russia",11
"1386",1910,24,"Scotland",8
"1387",1910,24,"Vermont",7
"1388",1910,24,"New York",5
"1389",1910,24,"New Hampshire",4
"1390",1910,24,"Norway",4
"1391",1910,24,"Rhode Island",4
"1392",1910,24,"England",3
"1393",1910,24,"Connecticut",2
"1394",1910,24,"Maryland",2
"1395",1910,24,"Pennsylvania",2
"1396",1910,24,"California",1
"1397",1910,24,"Florida",1
"1398",1910,24,"Germany",1
"1399",1910,24,"Illinois",1
"1400",1910,24,"Wales",1
"1401",1910,25,"Massachusetts",140
"1402",1910,25,"Ireland",37
"1403",1910,25,"Canada",21
"1404",1910,25,"Maine",15
"1405",1910,25,"New York",14
"1406",1910,25,"Other USSR/Russia",7
"1407",1910,25,"Vermont",7
"1408",1910,25,"England",6
"1409",1910,25,"Scotland",5
"1410",1910,25,"Finland",4
"1411",1910,25,"Pennsylvania",4
"1412",1910,25,"New Hampshire",3
"1413",1910,25,"Austria",2
"1414",1910,25,"California",2
"1415",1910,25,"Denmark",2
"1416",1910,25,"Illinois",2
"1417",1910,25,"Indiana",2
"1418",1910,25,"New Jersey",2
"1419",1910,25,"Sweden",2
"1420",1910,25,"Switzerland",2
"1421",1910,25,"China",1
"1422",1910,25,"Connecticut",1
"1423",1910,25,"Mexico",1
"1424",1910,25,"Minnesota",1
"1425",1910,25,"Wisconsin",1
"1426",1920,0,"Massachusetts",58
"1427",1920,0,"Italy",6
"1428",1920,0,"New Hampshire",5
"1429",1920,0,"Scotland",5
"1430",1920,0,"Canada",4
"1431",1920,0,"Ireland",4
"1432",1920,0,"Germany",2
"1433",1920,0,"New Jersey",2
"1434",1920,0,"Sweden",2
"1435",1920,0,"Vermont",2
"1436",1920,0,"Austria",1
"1437",1920,0,"Connecticut",1
"1438",1920,0,"England",1
"1439",1920,0,"Finland",1
"1440",1920,0,"New York",1
"1441",1920,0,"Norway",1
"1442",1920,0,"Pennsylvania",1
"1443",1920,1,"Massachusetts",232
"1444",1920,1,"Canada",29
"1445",1920,1,"Poland",17
"1446",1920,1,"Maine",12
"1447",1920,1,"Nova Scotia",11
"1448",1920,1,"Italy",10
"1449",1920,1,"Newfoundland",10
"1450",1920,1,"Ireland",9
"1451",1920,1,"Other USSR/Russia",9
"1452",1920,1,"England",5
"1453",1920,1,"Belgium",3
"1454",1920,1,"New York",3
"1455",1920,1,"Russian Poland",3
"1456",1920,1,"Sweden",3
"1457",1920,1,"Wisconsin",3
"1458",1920,1,"Lithuania",2
"1459",1920,1,"Scotland",2
"1460",1920,1,"Indiana",1
"1461",1920,1,"Missouri",1
"1462",1920,1,"New Jersey",1
"1463",1920,1,"Pennsylvania",1
"1464",1920,1,"Prince Edward Island",1
"1465",1920,1,"Rhode Island",1
"1466",1920,1,"Ukraine",1
"1467",1920,2,"Massachusetts",249
"1468",1920,2,"Other USSR/Russia",66
"1469",1920,2,"Italy",64
"1470",1920,2,"Ireland",16
"1471",1920,2,"Canada",15
"1472",1920,2,"Russian Poland",11
"1473",1920,2,"New York",9
"1474",1920,2,"Lithuania",8
"1475",1920,2,"England",7
"1476",1920,2,"Germany",6
"1477",1920,2,"Connecticut",5
"1478",1920,2,"Nova Scotia",5
"1479",1920,2,"Poland",4
"1480",1920,2,"Turkey",4
"1481",1920,2,"Vermont",4
"1482",1920,2,"Maine",3
"1483",1920,2,"Denmark",2
"1484",1920,2,"Finland",2
"1485",1920,2,"New Brunswick",2
"1486",1920,2,"New Hampshire",2
"1487",1920,2,"Newfoundland",2
"1488",1920,2,"Ohio",2
"1489",1920,2,"Portugal",2
"1490",1920,2,"Prince Edward Island",2
"1491",1920,2,"Scotland",2
"1492",1920,2,"Austria",1
"1493",1920,2,"Maryland",1
"1494",1920,2,"Minnesota",1
"1495",1920,2,"New Jersey",1
"1496",1920,2,"Norway",1
"1497",1920,2,"Rhode Island",1
"1498",1920,2,"Ukraine",1
"1499",1920,3,"Massachusetts",168
"1500",1920,3,"Ireland",30
"1501",1920,3,"Italy",16
"1502",1920,3,"Maine",8
"1503",1920,3,"Other USSR/Russia",8
"1504",1920,3,"Canada",6
"1505",1920,3,"England",6
"1506",1920,3,"Scotland",6
"1507",1920,3,"Newfoundland",4
"1508",1920,3,"Greece",3
"1509",1920,3,"New York",3
"1510",1920,3,"Sweden",3
"1511",1920,3,"Connecticut",2
"1512",1920,3,"New Brunswick",2
"1513",1920,3,"Prince Edward Island",2
"1514",1920,3,"Austria",1
"1515",1920,3,"District of Columbia",1
"1516",1920,3,"Mexico",1
"1517",1920,3,"Michigan",1
"1518",1920,3,"North Carolina",1
"1519",1920,3,"Nova Scotia",1
"1520",1920,3,"Rhode Island",1
"1521",1920,4,"Massachusetts",197
"1522",1920,4,"Ireland",37
"1523",1920,4,"Nova Scotia",13
"1524",1920,4,"Other USSR/Russia",13
"1525",1920,4,"Maine",12
"1526",1920,4,"Italy",9
"1527",1920,4,"Newfoundland",7
"1528",1920,4,"Canada",6
"1529",1920,4,"New York",5
"1530",1920,4,"England",4
"1531",1920,4,"New Hampshire",4
"1532",1920,4,"Austria",2
"1533",1920,4,"Sweden",2
"1534",1920,4,"California",1
"1535",1920,4,"District of Columbia",1
"1536",1920,4,"Illinois",1
"1537",1920,4,"Kentucky",1
"1538",1920,4,"Mississippi",1
"1539",1920,4,"New Jersey",1
"1540",1920,4,"Ohio",1
"1541",1920,4,"Pennsylvania",1
"1542",1920,4,"Prince Edward Island",1
"1543",1920,4,"Romania",1
"1544",1920,4,"Vermont",1
"1545",1920,4,"Washington",1
"1546",1920,5,"Massachusetts",233
"1547",1920,5,"Italy",135
"1548",1920,5,"Other USSR/Russia",47
"1549",1920,5,"Greece",22
"1550",1920,5,"Maine",17
"1551",1920,5,"Poland",15
"1552",1920,5,"Ireland",13
"1553",1920,5,"Russian Poland",11
"1554",1920,5,"New York",10
"1555",1920,5,"Lithuania",9
"1556",1920,5,"Canada",7
"1557",1920,5,"China",7
"1558",1920,5,"England",7
"1559",1920,5,"Austria",6
"1560",1920,5,"Syria",5
"1561",1920,5,"Turkey",4
"1562",1920,5,"Ukraine",4
"1563",1920,5,"Galicia",3
"1564",1920,5,"Mississippi",3
"1565",1920,5,"New Hampshire",3
"1566",1920,5,"Connecticut",2
"1567",1920,5,"Michigan",2
"1568",1920,5,"Missouri",2
"1569",1920,5,"Nova Scotia",2
"1570",1920,5,"Sweden",2
"1571",1920,5,"Armenia",1
"1572",1920,5,"Australia",1
"1573",1920,5,"Belgium",1
"1574",1920,5,"Bermuda",1
"1575",1920,5,"Byelorussia",1
"1576",1920,5,"California",1
"1577",1920,5,"Germany",1
"1578",1920,5,"Malta",1
"1579",1920,5,"New Brunswick",1
"1580",1920,5,"North Carolina",1
"1581",1920,5,"Ontario/Upper Canada",1
"1582",1920,5,"Pennsylvania",1
"1583",1920,5,"Portugal",1
"1584",1920,5,"Rhode Island",1
"1585",1920,5,"St. Miguel",1
"1586",1920,5,"Texas",1
"1587",1920,5,"United States, ns",1
"1588",1920,5,"Vermont",1
"1589",1920,5,"Virginia",1
"1590",1920,6,"Massachusetts",148
"1591",1920,6,"Other USSR/Russia",36
"1592",1920,6,"Ireland",27
"1593",1920,6,"Italy",21
"1594",1920,6,"Canada",15
"1595",1920,6,"England",10
